record_id,product_id,channel,store_name,store_location,shelf_date,price,qualified
SL0038,P0038,天猫超市,线上商城,线上商城,2025-12-21,25.5元/斤,true
SL0039,P0039,天猫超市,线上商城,线上商城,2025-08-25,16.0元/斤,true
SL0040,P0040,物美超市,北京丰台店,北京丰台店地址,2025-09-12,39.2元/斤,true
SL0041,P0041,华润万家,东莞店,东莞店地址,2025-09-01,28.0元/斤,true
SL0042,P0042,物美超市,天津南开店,天津南开店地址,2025-11-17,14.6元/斤,true
SL0043,P0043,京东自营,线上商城,线上商城,2025-09-07,7.1元/斤,true
SL0044,P0044,物美超市,北京海淀店,北京海淀店地址,2025-11-09,25.2元/斤,true
SL0045,P0045,盒马鲜生,北京朝阳店,北京朝阳店地址,2025-10-28,26.1元/斤,true
SL0046,P0046,华润万家,深圳店,深圳店地址,2025-09-14,34.8元/斤,true
SL0047,P0047,天猫超市,线上商城,线上商城,2025-09-11,28.1元/斤,true
SL0048,P0048,盒马鲜生,广州天河店,广州天河店地址,2025-10-12,17.0元/斤,true
SL0049,P0049,大润发,无锡店,无锡店地址,2025-09-03,44.8元/斤,true
SL0050,P0050,大润发,无锡店,无锡店地址,2025-12-21,42.6元/斤,true
SL0051,P0051,京东自营,线上商城,线上商城,2025-09-23,45.2元/斤,true
SL0052,P0052,物美超市,北京海淀店,北京海淀店地址,2025-11-08,35.2元/斤,true
SL0053,P0053,永辉超市,南京新街口店,南京新街口店地址,2025-12-28,6.9元/斤,true
SL0054,P0054,永辉超市,南京新街口店,南京新街口店地址,2025-12-06,16.0元/斤,true
SL0055,P0055,大润发,苏州店,苏州店地址,2025-11-10,6.0元/斤,true
SL0056,P0056,物美超市,北京丰台店,北京丰台店地址,2025-12-04,9.9元/斤,true
SL0057,P0057,永辉超市,西安高新店,西安高新店地址,2025-11-01,46.3元/斤,true
SL0058,P0058,盒马鲜生,广州天河店,广州天河店地址,2025-09-25,34.0元/斤,true
SL0059,P0059,华润万家,深圳店,深圳店地址,2025-11-10,16.3元/斤,true
SL0060,P0060,永辉超市,南京新街口店,南京新街口店地址,2025-12-06,43.7元/斤,true
SL0061,P0061,京东自营,线上商城,线上商城,2025-09-04,49.2元/斤,true
SL0062,P0062,大润发,苏州店,苏州店地址,2025-08-24,34.1元/斤,true
SL0063,P0063,京东自营,线上商城,线上商城,2025-08-12,4.4元/斤,true
SL0064,P0064,京东自营,线上商城,线上商城,2025-12-06,33.4元/斤,true
SL0065,P0065,盒马鲜生,上海浦东店,上海浦东店地址,2025-10-26,43.1元/斤,true
SL0066,P0066,永辉超市,西安高新店,西安高新店地址,2025-08-16,4.5元/斤,true
SL0067,P0067,永辉超市,南京新街口店,南京新街口店地址,2025-08-04,49.8元/斤,true
SL0068,P0068,盒马鲜生,深圳南山店,深圳南山店地址,2025-09-02,37.7元/斤,true
SL0069,P0069,永辉超市,武汉光谷店,武汉光谷店地址,2025-08-12,44.8元/斤,true
SL0070,P0070,盒马鲜生,上海浦东店,上海浦东店地址,2025-10-26,24.2元/斤,true
SL0071,P0071,天猫超市,线上商城,线上商城,2025-11-14,42.5元/斤,true
SL0072,P0072,物美超市,天津南开店,天津南开店地址,2025-09-27,44.9元/斤,true
SL0073,P0073,京东自营,线上商城,线上商城,2025-08-20,5.8元/斤,true
SL0074,P0074,永辉超市,南京新街口店,南京新街口店地址,2025-11-03,41.1元/斤,true
SL0075,P0075,天猫超市,线上商城,线上商城,2025-08-28,33.5元/斤,true
SL0076,P0076,物美超市,北京丰台店,北京丰台店地址,2025-10-21,4.1元/斤,true
SL0077,P0077,大润发,无锡店,无锡店地址,2025-08-01,44.1元/斤,true
SL0078,P0078,物美超市,天津南开店,天津南开店地址,2025-10-03,37.4元/斤,true
SL0079,P0079,大润发,苏州店,苏州店地址,2025-12-24,35.6元/斤,true
SL0080,P0080,京东自营,线上商城,线上商城,2025-09-08,29.8元/斤,true
SL0081,P0081,永辉超市,成都春熙店,成都春熙店地址,2025-10-03,36.9元/斤,true
SL0082,P0082,大润发,杭州店,杭州店地址,2025-10-23,24.2元/斤,true
SL0083,P0083,永辉超市,南京新街口店,南京新街口店地址,2025-08-13,41.5元/斤,true
SL0084,P0084,天猫超市,线上商城,线上商城,2025-09-14,41.7元/斤,true
SL0085,P0085,京东自营,线上商城,线上商城,2025-08-08,47.7元/斤,true
SL0086,P0086,永辉超市,南京新街口店,南京新街口店地址,2025-12-23,31.5元/斤,true
SL0087,P0087,盒马鲜生,广州天河店,广州天河店地址,2025-08-18,2.1元/斤,true
SL0088,P0088,天猫超市,线上商城,线上商城,2025-10-18,37.6元/斤,true
SL0089,P0089,大润发,无锡店,无锡店地址,2025-12-12,43.4元/斤,true
SL0090,P0090,天猫超市,线上商城,线上商城,2025-10-13,3.4元/斤,true
SL0091,P0091,永辉超市,成都春熙店,成都春熙店地址,2025-11-17,15.2元/斤,true
SL0092,P0092,华润万家,东莞店,东莞店地址,2025-09-14,16.7元/斤,true
SL0093,P0093,永辉超市,成都春熙店,成都春熙店地址,2025-10-21,25.1元/斤,true
SL0094,P0094,永辉超市,武汉光谷店,武汉光谷店地址,2025-09-26,39.0元/斤,true
SL0095,P0095,永辉超市,西安高新店,西安高新店地址,2025-11-14,48.0元/斤,true
SL0096,P0096,大润发,苏州店,苏州店地址,2025-08-16,7.2元/斤,true
SL0097,P0097,物美超市,北京丰台店,北京丰台店地址,2025-12-24,39.3元/斤,false
SL0098,P0098,物美超市,天津南开店,天津南开店地址,2025-09-18,27.8元/斤,true
SL0099,P0099,盒马鲜生,北京朝阳店,北京朝阳店地址,2025-11-01,28.0元/斤,true
SL0100,P0100,京东自营,线上商城,线上商城,2025-12-13,27.6元/斤,true
SL0101,P0101,京东自营,线上商城,线上商城,2025-09-17,10.7元/斤,true
SL0102,P0102,京东自营,线上商城,线上商城,2025-12-13,27.4元/斤,true
SL0103,P0103,大润发,无锡店,无锡店地址,2025-09-11,3.4元/斤,true
SL0104,P0104,永辉超市,武汉光谷店,武汉光谷店地址,2025-09-19,11.7元/斤,true
SL0105,P0105,物美超市,天津南开店,天津南开店地址,2025-08-11,44.3元/斤,true
SL0106,P0106,华润万家,广州店,广州店地址,2025-09-20,14.1元/斤,true
SL0107,P0107,天猫超市,线上商城,线上商城,2025-12-25,40.9元/斤,true
SL0108,P0108,盒马鲜生,广州天河店,广州天河店地址,2025-08-03,31.4元/斤,true
SL0109,P0109,盒马鲜生,上海浦东店,上海浦东店地址,2025-12-10,34.2元/斤,true
SL0110,P0110,天猫超市,线上商城,线上商城,2025-12-13,49.7元/斤,true
SL0111,P0111,京东自营,线上商城,线上商城,2025-11-04,48.3元/斤,true
SL0112,P0112,永辉超市,武汉光谷店,武汉光谷店地址,2025-08-11,23.9元/斤,true
SL0113,P0113,物美超市,北京丰台店,北京丰台店地址,2025-08-15,24.9元/斤,true
SL0114,P0114,永辉超市,西安高新店,西安高新店地址,2025-08-27,43.6元/斤,true
SL0115,P0115,大润发,无锡店,无锡店地址,2025-10-20,23.9元/斤,true
SL0116,P0116,物美超市,北京丰台店,北京丰台店地址,2025-09-21,27.9元/斤,true
SL0117,P0117,大润发,苏州店,苏州店地址,2025-11-20,10.5元/斤,true
SL0118,P0118,大润发,杭州店,杭州店地址,2025-12-02,36.1元/斤,true
SL0119,P0119,大润发,苏州店,苏州店地址,2025-11-10,37.8元/斤,true
SL0120,P0120,盒马鲜生,上海浦东店,上海浦东店地址,2025-10-23,2.7元/斤,true
SL0121,P0121,盒马鲜生,广州天河店,广州天河店地址,2025-09-04,23.0元/斤,true
SL0122,P0122,永辉超市,武汉光谷店,武汉光谷店地址,2025-09-25,15.5元/斤,true
SL0123,P0123,华润万家,深圳店,深圳店地址,2025-10-16,36.9元/斤,true
SL0124,P0124,大润发,苏州店,苏州店地址,2025-10-04,43.1元/斤,true
SL0125,P0125,大润发,杭州店,杭州店地址,2025-08-22,31.6元/斤,true
SL0126,P0126,京东自营,线上商城,线上商城,2025-12-12,11.5元/斤,true
SL0127,P0127,华润万家,东莞店,东莞店地址,2025-11-19,36.5元/斤,true
SL0128,P0128,华润万家,东莞店,东莞店地址,2025-08-09,33.7元/斤,true
SL0129,P0129,盒马鲜生,深圳南山店,深圳南山店地址,2025-11-16,10.8元/斤,true
SL0130,P0130,物美超市,北京丰台店,北京丰台店地址,2025-10-26,22.6元/斤,true
SL0131,P0131,大润发,无锡店,无锡店地址,2025-09-12,34.8元/斤,true
SL0132,P0132,华润万家,深圳店,深圳店地址,2025-10-19,2.9元/斤,true
SL0133,P0133,天猫超市,线上商城,线上商城,2025-12-13,6.8元/斤,true
SL0134,P0134,京东自营,线上商城,线上商城,2025-09-23,20.8元/斤,true
SL0135,P0135,永辉超市,南京新街口店,南京新街口店地址,2025-10-12,41.1元/斤,true
SL0136,P0136,永辉超市,成都春熙店,成都春熙店地址,2025-09-28,24.7元/斤,true
SL0137,P0137,天猫超市,线上商城,线上商城,2025-09-19,44.9元/斤,true
SL0138,P0138,华润万家,深圳店,深圳店地址,2025-11-22,21.4元/斤,true
SL0139,P0139,天猫超市,线上商城,线上商城,2025-11-28,45.2元/斤,true
SL0140,P0140,华润万家,深圳店,深圳店地址,2025-11-06,22.8元/斤,true
SL0141,P0141,天猫超市,线上商城,线上商城,2025-09-16,42.3元/斤,true
SL0142,P0142,盒马鲜生,广州天河店,广州天河店地址,2025-10-04,48.7元/斤,true
SL0143,P0143,华润万家,深圳店,深圳店地址,2025-09-05,4.2元/斤,true
SL0144,P0144,天猫超市,线上商城,线上商城,2025-11-12,16.4元/斤,true
SL0145,P0145,物美超市,北京海淀店,北京海淀店地址,2025-10-09,16.5元/斤,true
SL0146,P0146,盒马鲜生,北京朝阳店,北京朝阳店地址,2025-09-25,26.1元/斤,true
SL0147,P0147,永辉超市,成都春熙店,成都春熙店地址,2025-10-08,3.9元/斤,true
SL0148,P0148,天猫超市,线上商城,线上商城,2025-09-28,45.7元/斤,true
SL0149,P0149,京东自营,线上商城,线上商城,2025-09-03,47.2元/斤,true
SL0150,P0150,华润万家,深圳店,深圳店地址,2025-11-04,28.3元/斤,true
SL0151,P0151,天猫超市,线上商城,线上商城,2025-08-06,48.0元/斤,true
SL0152,P0152,天猫超市,线上商城,线上商城,2025-10-05,43.3元/斤,true
SL0153,P0153,大润发,杭州店,杭州店地址,2025-11-03,14.6元/斤,true
SL0154,P0154,物美超市,北京丰台店,北京丰台店地址,2025-10-20,11.5元/斤,true
SL0155,P0155,大润发,杭州店,杭州店地址,2025-09-28,11.6元/斤,true
SL0156,P0156,华润万家,深圳店,深圳店地址,2025-11-06,26.9元/斤,true
SL0157,P0157,永辉超市,南京新街口店,南京新街口店地址,2025-11-14,40.7元/斤,true
SL0158,P0158,京东自营,线上商城,线上商城,2025-08-11,3.2元/斤,true
SL0159,P0159,物美超市,天津南开店,天津南开店地址,2025-12-02,5.7元/斤,true
SL0160,P0160,大润发,杭州店,杭州店地址,2025-10-20,5.3元/斤,true
SL0161,P0161,大润发,无锡店,无锡店地址,2025-11-11,2.1元/斤,true
SL0162,P0162,大润发,无锡店,无锡店地址,2025-11-07,18.1元/斤,true
SL0163,P0163,京东自营,线上商城,线上商城,2025-11-23,30.2元/斤,true
SL0164,P0164,大润发,无锡店,无锡店地址,2025-12-08,17.9元/斤,true
SL0165,P0165,物美超市,天津南开店,天津南开店地址,2025-10-11,39.8元/斤,true
SL0166,P0166,大润发,苏州店,苏州店地址,2025-12-09,18.3元/斤,false
SL0167,P0167,物美超市,天津南开店,天津南开店地址,2025-09-16,22.2元/斤,true
SL0168,P0168,华润万家,深圳店,深圳店地址,2025-09-07,24.7元/斤,true
SL0169,P0169,盒马鲜生,北京朝阳店,北京朝阳店地址,2025-11-22,11.3元/斤,true
SL0170,P0170,物美超市,天津南开店,天津南开店地址,2025-09-25,26.6元/斤,true
SL0171,P0171,大润发,无锡店,无锡店地址,2025-10-14,9.4元/斤,true
SL0172,P0172,盒马鲜生,深圳南山店,深圳南山店地址,2025-10-01,12.7元/斤,true
SL0173,P0173,物美超市,天津南开店,天津南开店地址,2025-08-02,37.6元/斤,true
SL0174,P0174,京东自营,线上商城,线上商城,2025-12-03,19.5元/斤,true
SL0175,P0175,盒马鲜生,深圳南山店,深圳南山店地址,2025-12-23,47.6元/斤,true
SL0176,P0176,天猫超市,线上商城,线上商城,2025-08-26,35.3元/斤,true
SL0177,P0177,京东自营,线上商城,线上商城,2025-11-07,45.4元/斤,true
SL0178,P0178,天猫超市,线上商城,线上商城,2025-09-26,45.0元/斤,true
SL0179,P0179,盒马鲜生,深圳南山店,深圳南山店地址,2025-10-17,10.1元/斤,true
SL0180,P0180,天猫超市,线上商城,线上商城,2025-10-15,29.6元/斤,true
SL0181,P0181,天猫超市,线上商城,线上商城,2025-10-20,18.9元/斤,true
SL0182,P0182,永辉超市,成都春熙店,成都春熙店地址,2025-12-17,10.2元/斤,true
SL0183,P0183,盒马鲜生,北京朝阳店,北京朝阳店地址,2025-12-15,15.9元/斤,true
SL0184,P0184,物美超市,北京丰台店,北京丰台店地址,2025-09-13,2.4元/斤,true
SL0185,P0185,永辉超市,西安高新店,西安高新店地址,2025-08-06,9.0元/斤,true
SL0186,P0186,永辉超市,成都春熙店,成都春熙店地址,2025-09-07,29.7元/斤,true
SL0187,P0187,大润发,杭州店,杭州店地址,2025-10-18,3.1元/斤,true
SL0188,P0188,华润万家,深圳店,深圳店地址,2025-12-14,46.7元/斤,true
SL0189,P0189,京东自营,线上商城,线上商城,2025-09-04,2.2元/斤,true
SL0190,P0190,大润发,无锡店,无锡店地址,2025-12-24,3.3元/斤,true
SL0191,P0191,永辉超市,成都春熙店,成都春熙店地址,2025-10-16,16.9元/斤,true
SL0192,P0192,大润发,无锡店,无锡店地址,2025-08-15,23.3元/斤,true
SL0193,P0193,永辉超市,武汉光谷店,武汉光谷店地址,2025-12-24,41.7元/斤,true
SL0194,P0194,永辉超市,武汉光谷店,武汉光谷店地址,2025-12-04,7.6元/斤,true
SL0195,P0195,华润万家,广州店,广州店地址,2025-11-28,37.4元/斤,true
SL0196,P0196,华润万家,东莞店,东莞店地址,2025-08-27,22.6元/斤,true
SL0197,P0197,永辉超市,西安高新店,西安高新店地址,2025-08-13,49.0元/斤,true
SL0198,P0198,盒马鲜生,广州天河店,广州天河店地址,2025-12-14,25.3元/斤,true
SL0199,P0199,物美超市,北京丰台店,北京丰台店地址,2025-09-23,20.9元/斤,true
SL0200,P0200,物美超市,北京海淀店,北京海淀店地址,2025-08-04,42.6元/斤,true
SL0201,P0201,永辉超市,南京新街口店,南京新街口店地址,2025-12-17,17.1元/斤,true
SL0202,P0202,天猫超市,线上商城,线上商城,2025-10-18,23.5元/斤,true
SL0203,P0203,大润发,苏州店,苏州店地址,2025-10-03,41.6元/斤,true
SL0204,P0204,京东自营,线上商城,线上商城,2025-10-06,50.0元/斤,true
SL0205,P0205,京东自营,线上商城,线上商城,2025-09-05,16.9元/斤,true
SL0206,P0206,永辉超市,武汉光谷店,武汉光谷店地址,2025-12-23,22.2元/斤,true
SL0207,P0207,永辉超市,武汉光谷店,武汉光谷店地址,2025-12-03,15.6元/斤,true
SL0208,P0208,天猫超市,线上商城,线上商城,2025-08-20,37.2元/斤,true
SL0209,P0209,华润万家,深圳店,深圳店地址,2025-10-24,36.5元/斤,true
SL0210,P0210,盒马鲜生,北京朝阳店,北京朝阳店地址,2025-10-24,7.8元/斤,true
SL0211,P0211,天猫超市,线上商城,线上商城,2025-12-10,31.1元/斤,true
SL0212,P0212,盒马鲜生,北京朝阳店,北京朝阳店地址,2025-12-01,32.4元/斤,true
SL0213,P0213,京东自营,线上商城,线上商城,2025-11-09,42.5元/斤,true
SL0214,P0214,盒马鲜生,上海浦东店,上海浦东店地址,2025-08-23,48.2元/斤,true
SL0215,P0215,华润万家,东莞店,东莞店地址,2025-11-20,4.8元/斤,true
SL0216,P0216,天猫超市,线上商城,线上商城,2025-10-12,31.2元/斤,true
SL0217,P0217,京东自营,线上商城,线上商城,2025-08-18,34.0元/斤,true
SL0218,P0218,华润万家,广州店,广州店地址,2025-09-19,44.2元/斤,true
SL0219,P0219,物美超市,天津南开店,天津南开店地址,2025-12-26,12.3元/斤,true
SL0220,P0220,物美超市,天津南开店,天津南开店地址,2025-09-02,13.8元/斤,true
SL0221,P0221,华润万家,广州店,广州店地址,2025-12-13,2.4元/斤,true
SL0222,P0222,物美超市,北京海淀店,北京海淀店地址,2025-11-06,48.9元/斤,true
SL0223,P0223,华润万家,东莞店,东莞店地址,2025-08-03,23.2元/斤,true
SL0224,P0224,天猫超市,线上商城,线上商城,2025-08-25,16.8元/斤,true
SL0225,P0225,天猫超市,线上商城,线上商城,2025-10-19,4.3元/斤,true
SL0226,P0226,京东自营,线上商城,线上商城,2025-11-18,5.7元/斤,true
SL0227,P0227,盒马鲜生,北京朝阳店,北京朝阳店地址,2025-08-02,39.9元/斤,true
SL0228,P0228,天猫超市,线上商城,线上商城,2025-12-08,49.0元/斤,true
SL0229,P0229,天猫超市,线上商城,线上商城,2025-08-21,36.1元/斤,true
SL0230,P0230,物美超市,天津南开店,天津南开店地址,2025-08-03,12.5元/斤,true
SL0231,P0231,盒马鲜生,广州天河店,广州天河店地址,2025-12-16,7.4元/斤,true
SL0232,P0232,京东自营,线上商城,线上商城,2025-08-26,6.1元/斤,true
SL0233,P0233,华润万家,广州店,广州店地址,2025-10-05,29.0元/斤,true
SL0234,P0234,京东自营,线上商城,线上商城,2025-11-22,49.2元/斤,true
SL0235,P0235,盒马鲜生,上海浦东店,上海浦东店地址,2025-10-07,32.6元/斤,true
SL0236,P0236,大润发,无锡店,无锡店地址,2025-08-21,33.8元/斤,true
SL0237,P0237,华润万家,广州店,广州店地址,2025-09-14,19.3元/斤,true
SL0238,P0238,永辉超市,武汉光谷店,武汉光谷店地址,2025-10-27,5.7元/斤,true
SL0239,P0239,大润发,苏州店,苏州店地址,2025-09-09,25.0元/斤,true
SL0240,P0240,大润发,无锡店,无锡店地址,2025-12-17,3.9元/斤,true
SL0241,P0241,永辉超市,西安高新店,西安高新店地址,2025-11-04,11.5元/斤,true
SL0242,P0242,大润发,杭州店,杭州店地址,2025-10-14,3.4元/斤,true
SL0243,P0243,盒马鲜生,深圳南山店,深圳南山店地址,2025-12-26,28.3元/斤,true
SL0244,P0244,盒马鲜生,上海浦东店,上海浦东店地址,2025-09-10,27.5元/斤,true
SL0245,P0245,华润万家,广州店,广州店地址,2025-09-04,43.2元/斤,true
SL0246,P0246,天猫超市,线上商城,线上商城,2025-08-02,41.0元/斤,true
SL0247,P0247,大润发,无锡店,无锡店地址,2025-09-17,9.9元/斤,true
SL0248,P0248,大润发,无锡店,无锡店地址,2025-12-17,47.7元/斤,true
SL0249,P0249,大润发,杭州店,杭州店地址,2025-10-02,17.8元/斤,true
SL0250,P0250,永辉超市,武汉光谷店,武汉光谷店地址,2025-12-17,46.1元/斤,true
SL0251,P0251,华润万家,东莞店,东莞店地址,2025-09-15,2.3元/斤,true
SL0252,P0252,天猫超市,线上商城,线上商城,2025-09-02,13.3元/斤,true
SL0253,P0253,物美超市,北京丰台店,北京丰台店地址,2025-10-24,14.3元/斤,true
SL0254,P0254,大润发,苏州店,苏州店地址,2025-09-24,2.4元/斤,true
SL0255,P0255,物美超市,天津南开店,天津南开店地址,2025-09-21,49.1元/斤,true
SL0256,P0256,永辉超市,南京新街口店,南京新街口店地址,2025-11-15,29.3元/斤,true
SL0257,P0257,盒马鲜生,上海浦东店,上海浦东店地址,2025-08-24,43.5元/斤,true
SL0258,P0258,永辉超市,南京新街口店,南京新街口店地址,2025-08-02,10.2元/斤,true
SL0259,P0259,华润万家,深圳店,深圳店地址,2025-12-04,28.2元/斤,true
SL0260,P0260,天猫超市,线上商城,线上商城,2025-10-06,7.3元/斤,true
SL0261,P0261,大润发,无锡店,无锡店地址,2025-09-25,42.4元/斤,true
SL0262,P0262,华润万家,深圳店,深圳店地址,2025-12-11,37.2元/斤,true
SL0263,P0263,盒马鲜生,北京朝阳店,北京朝阳店地址,2025-08-26,11.0元/斤,true
SL0264,P0264,天猫超市,线上商城,线上商城,2025-09-25,46.8元/斤,true
SL0265,P0265,大润发,苏州店,苏州店地址,2025-12-05,28.5元/斤,true
SL0266,P0266,物美超市,北京海淀店,北京海淀店地址,2025-10-04,25.5元/斤,true
SL0267,P0267,盒马鲜生,深圳南山店,深圳南山店地址,2025-10-24,11.5元/斤,true
SL0268,P0268,华润万家,深圳店,深圳店地址,2025-12-02,47.8元/斤,true
SL0269,P0269,物美超市,北京海淀店,北京海淀店地址,2025-11-14,40.9元/斤,true
SL0270,P0270,天猫超市,线上商城,线上商城,2025-11-18,38.2元/斤,true
SL0271,P0271,京东自营,线上商城,线上商城,2025-12-20,35.1元/斤,true
SL0272,P0272,永辉超市,西安高新店,西安高新店地址,2025-11-07,43.6元/斤,true
SL0273,P0273,大润发,杭州店,杭州店地址,2025-10-16,12.8元/斤,true
SL0274,P0274,物美超市,北京海淀店,北京海淀店地址,2025-08-13,47.5元/斤,true
SL0275,P0275,大润发,苏州店,苏州店地址,2025-10-04,31.7元/斤,true
SL0276,P0276,京东自营,线上商城,线上商城,2025-08-07,25.5元/斤,true
SL0277,P0277,天猫超市,线上商城,线上商城,2025-11-19,47.6元/斤,true
SL0278,P0278,大润发,无锡店,无锡店地址,2025-12-24,49.6元/斤,true
SL0279,P0279,天猫超市,线上商城,线上商城,2025-09-24,10.2元/斤,true
SL0280,P0280,大润发,苏州店,苏州店地址,2025-11-24,25.1元/斤,true
SL0281,P0281,大润发,无锡店,无锡店地址,2025-09-16,39.0元/斤,true
SL0282,P0282,物美超市,北京海淀店,北京海淀店地址,2025-09-06,28.9元/斤,true
SL0283,P0283,京东自营,线上商城,线上商城,2025-09-06,30.4元/斤,true
SL0284,P0284,物美超市,北京丰台店,北京丰台店地址,2025-08-09,44.9元/斤,true
SL0285,P0285,京东自营,线上商城,线上商城,2025-10-07,8.7元/斤,true
SL0286,P0286,永辉超市,西安高新店,西安高新店地址,2025-11-05,36.3元/斤,true
SL0287,P0287,天猫超市,线上商城,线上商城,2025-08-17,29.3元/斤,true
SL0288,P0288,物美超市,北京海淀店,北京海淀店地址,2025-11-21,39.4元/斤,true
SL0289,P0289,大润发,苏州店,苏州店地址,2025-09-20,21.0元/斤,true
SL0290,P0290,永辉超市,武汉光谷店,武汉光谷店地址,2025-11-04,10.5元/斤,true
SL0291,P0291,盒马鲜生,北京朝阳店,北京朝阳店地址,2025-08-27,34.7元/斤,true
SL0292,P0292,盒马鲜生,深圳南山店,深圳南山店地址,2025-11-08,4.9元/斤,true
SL0293,P0293,京东自营,线上商城,线上商城,2025-11-03,25.3元/斤,true
SL0294,P0294,大润发,杭州店,杭州店地址,2025-11-21,37.2元/斤,true
SL0295,P0295,盒马鲜生,上海浦东店,上海浦东店地址,2025-11-11,40.0元/斤,true
SL0296,P0296,天猫超市,线上商城,线上商城,2025-10-09,37.8元/斤,true
SL0297,P0297,天猫超市,线上商城,线上商城,2025-12-28,47.2元/斤,true
SL0298,P0298,大润发,杭州店,杭州店地址,2025-09-21,4.7元/斤,true
SL0299,P0299,永辉超市,成都春熙店,成都春熙店地址,2025-11-07,23.3元/斤,true
SL0300,P0300,大润发,杭州店,杭州店地址,2025-09-04,25.3元/斤,true
SL0301,P0301,永辉超市,成都春熙店,成都春熙店地址,2025-09-18,33.7元/斤,true
SL0302,P0302,盒马鲜生,北京朝阳店,北京朝阳店地址,2025-09-03,3.6元/斤,true
SL0303,P0303,京东自营,线上商城,线上商城,2025-08-13,5.7元/斤,true
SL0304,P0304,物美超市,北京丰台店,北京丰台店地址,2025-09-21,16.6元/斤,true
SL0305,P0305,天猫超市,线上商城,线上商城,2025-09-19,39.8元/斤,true
SL0306,P0306,盒马鲜生,广州天河店,广州天河店地址,2025-11-04,8.7元/斤,true
SL0307,P0307,天猫超市,线上商城,线上商城,2025-09-20,16.3元/斤,true
SL0308,P0308,华润万家,深圳店,深圳店地址,2025-09-10,37.8元/斤,true
SL0309,P0309,天猫超市,线上商城,线上商城,2025-09-06,39.9元/斤,true
SL0310,P0310,物美超市,天津南开店,天津南开店地址,2025-08-07,4.5元/斤,true
SL0311,P0311,大润发,无锡店,无锡店地址,2025-10-23,30.8元/斤,true
SL0312,P0312,天猫超市,线上商城,线上商城,2025-10-15,11.0元/斤,true
