record_id,transport_id,record_time,temperature,is_normal
TT00261,TR0043,2025-11-16 08:00:00,6.2,true
TT00262,TR0043,2025-11-16 12:00:00,2.3,true
TT00263,TR0043,2025-11-16 16:00:00,5.3,true
TT00264,TR0043,2025-11-16 20:00:00,2.3,true
TT00265,TR0043,2025-11-16 24:00:00,7.0,true
TT00266,TR0044,2025-09-04 00:00:00,3.8,true
TT00267,TR0044,2025-09-04 04:00:00,5.4,true
TT00268,TR0044,2025-09-04 08:00:00,4.3,true
TT00269,TR0044,2025-09-04 12:00:00,6.4,true
TT00270,TR0044,2025-09-04 16:00:00,2.7,true
TT00271,TR0044,2025-09-04 20:00:00,3.7,true
TT00272,TR0044,2025-09-04 24:00:00,3.3,true
TT00273,TR0045,2025-11-24 00:00:00,6.2,true
TT00274,TR0045,2025-11-24 04:00:00,6.2,true
TT00275,TR0045,2025-11-24 08:00:00,6.3,true
TT00276,TR0045,2025-11-24 12:00:00,5.2,true
TT00277,TR0045,2025-11-24 16:00:00,6.8,true
TT00278,TR0045,2025-11-24 20:00:00,2.3,true
TT00279,TR0046,2025-07-12 00:00:00,6.9,true
TT00280,TR0046,2025-07-12 04:00:00,2.4,true
TT00281,TR0046,2025-07-12 08:00:00,6.6,true
TT00282,TR0046,2025-07-12 12:00:00,3.1,true
TT00283,TR0046,2025-07-12 16:00:00,2.6,true
TT00284,TR0046,2025-07-12 20:00:00,3.2,true
TT00285,TR0047,2025-07-12 00:00:00,5.6,true
TT00286,TR0047,2025-07-12 04:00:00,6.9,true
TT00287,TR0047,2025-07-12 08:00:00,3.2,true
TT00288,TR0047,2025-07-12 12:00:00,4.0,true
TT00289,TR0047,2025-07-12 16:00:00,5.9,true
TT00290,TR0047,2025-07-12 20:00:00,4.4,true
TT00291,TR0048,2025-11-18 00:00:00,5.8,true
TT00292,TR0048,2025-11-18 04:00:00,2.0,true
TT00293,TR0048,2025-11-18 08:00:00,6.0,true
TT00294,TR0048,2025-11-18 12:00:00,3.1,true
TT00295,TR0048,2025-11-18 16:00:00,2.0,true
TT00296,TR0048,2025-11-18 20:00:00,2.8,true
TT00297,TR0048,2025-11-18 24:00:00,5.0,true
TT00298,TR0049,2025-09-02 00:00:00,3.1,true
TT00299,TR0049,2025-09-02 04:00:00,4.3,true
TT00300,TR0049,2025-09-02 08:00:00,4.4,true
TT00301,TR0049,2025-09-02 12:00:00,3.0,true
TT00302,TR0049,2025-09-02 16:00:00,4.1,true
TT00303,TR0049,2025-09-02 20:00:00,6.6,true
TT00304,TR0049,2025-09-02 24:00:00,2.7,true
TT00305,TR0050,2025-09-09 00:00:00,5.7,true
TT00306,TR0050,2025-09-09 04:00:00,4.5,true
TT00307,TR0050,2025-09-09 08:00:00,5.1,true
TT00308,TR0050,2025-09-09 12:00:00,4.2,true
TT00309,TR0050,2025-09-09 16:00:00,6.7,true
TT00310,TR0050,2025-09-09 20:00:00,4.9,true
TT00311,TR0051,2025-11-18 00:00:00,4.7,true
TT00312,TR0051,2025-11-18 04:00:00,6.9,true
TT00313,TR0051,2025-11-18 08:00:00,2.7,true
TT00314,TR0051,2025-11-18 12:00:00,2.8,true
TT00315,TR0051,2025-11-18 16:00:00,6.3,true
TT00316,TR0051,2025-11-18 20:00:00,2.6,true
TT00317,TR0051,2025-11-18 24:00:00,4.8,true
TT00318,TR0052,2025-11-10 00:00:00,4.5,true
TT00319,TR0052,2025-11-10 04:00:00,6.6,true
TT00320,TR0052,2025-11-10 08:00:00,7.0,true
TT00321,TR0052,2025-11-10 12:00:00,3.9,true
TT00322,TR0052,2025-11-10 16:00:00,4.2,true
TT00323,TR0053,2025-07-24 00:00:00,5.7,true
TT00324,TR0053,2025-07-24 04:00:00,3.6,true
TT00325,TR0053,2025-07-24 08:00:00,2.2,true
TT00326,TR0053,2025-07-24 12:00:00,2.1,true
TT00327,TR0053,2025-07-24 16:00:00,2.0,true
TT00328,TR0053,2025-07-24 20:00:00,4.4,true
TT00329,TR0054,2025-08-04 00:00:00,4.0,true
TT00330,TR0054,2025-08-04 04:00:00,3.7,true
TT00331,TR0054,2025-08-04 08:00:00,6.2,true
TT00332,TR0054,2025-08-04 12:00:00,5.7,true
TT00333,TR0054,2025-08-04 16:00:00,6.5,true
TT00334,TR0054,2025-08-04 20:00:00,3.5,true
TT00335,TR0054,2025-08-04 24:00:00,3.5,true
TT00336,TR0054,2025-08-04 28:00:00,4.1,true
TT00337,TR0055,2025-11-16 00:00:00,6.7,true
TT00338,TR0055,2025-11-16 04:00:00,2.0,true
TT00339,TR0055,2025-11-16 08:00:00,3.7,true
TT00340,TR0055,2025-11-16 12:00:00,7.0,true
TT00341,TR0055,2025-11-16 16:00:00,2.6,true
TT00342,TR0056,2025-08-01 00:00:00,2.1,true
TT00343,TR0056,2025-08-01 04:00:00,3.0,true
TT00344,TR0056,2025-08-01 08:00:00,3.0,true
TT00345,TR0056,2025-08-01 12:00:00,4.5,true
TT00346,TR0056,2025-08-01 16:00:00,6.6,true
TT00347,TR0057,2025-07-11 00:00:00,4.4,true
TT00348,TR0057,2025-07-11 04:00:00,3.4,true
TT00349,TR0057,2025-07-11 08:00:00,6.3,true
TT00350,TR0057,2025-07-11 12:00:00,3.4,true
TT00351,TR0057,2025-07-11 16:00:00,6.5,true
TT00352,TR0057,2025-07-11 20:00:00,4.1,true
TT00353,TR0057,2025-07-11 24:00:00,6.9,true
TT00354,TR0058,2025-09-04 00:00:00,3.4,true
TT00355,TR0058,2025-09-04 04:00:00,2.8,true
TT00356,TR0058,2025-09-04 08:00:00,3.9,true
TT00357,TR0058,2025-09-04 12:00:00,2.6,true
TT00358,TR0058,2025-09-04 16:00:00,3.1,true
TT00359,TR0058,2025-09-04 20:00:00,4.8,true
TT00360,TR0058,2025-09-04 24:00:00,7.0,true
TT00361,TR0058,2025-09-04 28:00:00,4.1,true
TT00362,TR0059,2025-11-12 00:00:00,2.5,true
TT00363,TR0059,2025-11-12 04:00:00,3.7,true
TT00364,TR0059,2025-11-12 08:00:00,5.9,true
TT00365,TR0059,2025-11-12 12:00:00,6.5,true
TT00366,TR0059,2025-11-12 16:00:00,4.1,true
TT00367,TR0059,2025-11-12 20:00:00,5.7,true
TT00368,TR0059,2025-11-12 24:00:00,5.0,true
TT00369,TR0059,2025-11-12 28:00:00,4.2,true
TT00370,TR0060,2025-11-16 00:00:00,3.6,true
TT00371,TR0060,2025-11-16 04:00:00,5.9,true
TT00372,TR0060,2025-11-16 08:00:00,3.9,true
TT00373,TR0060,2025-11-16 12:00:00,5.7,true
TT00374,TR0060,2025-11-16 16:00:00,4.1,true
TT00375,TR0060,2025-11-16 20:00:00,2.5,true
TT00376,TR0061,2025-11-16 00:00:00,3.5,true
TT00377,TR0061,2025-11-16 04:00:00,5.4,true
TT00378,TR0061,2025-11-16 08:00:00,5.8,true
TT00379,TR0061,2025-11-16 12:00:00,6.4,true
TT00380,TR0062,2025-09-22 00:00:00,5.0,true
TT00381,TR0062,2025-09-22 04:00:00,4.4,true
TT00382,TR0062,2025-09-22 08:00:00,3.3,true
TT00383,TR0062,2025-09-22 12:00:00,5.0,true
TT00384,TR0062,2025-09-22 16:00:00,6.4,true
TT00385,TR0062,2025-09-22 20:00:00,2.9,true
TT00386,TR0062,2025-09-22 24:00:00,2.1,true
TT00387,TR0062,2025-09-22 28:00:00,6.8,true
TT00388,TR0063,2025-07-21 00:00:00,4.8,true
TT00389,TR0063,2025-07-21 04:00:00,3.8,true
TT00390,TR0063,2025-07-21 08:00:00,3.9,true
TT00391,TR0063,2025-07-21 12:00:00,4.1,true
TT00392,TR0063,2025-07-21 16:00:00,5.7,true
TT00393,TR0063,2025-07-21 20:00:00,4.3,true
TT00394,TR0063,2025-07-21 24:00:00,6.6,true
TT00395,TR0064,2025-11-12 00:00:00,6.9,true
TT00396,TR0064,2025-11-12 04:00:00,3.7,true
TT00397,TR0064,2025-11-12 08:00:00,2.2,true
TT00398,TR0064,2025-11-12 12:00:00,2.2,true
TT00399,TR0064,2025-11-12 16:00:00,4.9,true
TT00400,TR0065,2025-11-22 00:00:00,2.4,true
TT00401,TR0065,2025-11-22 04:00:00,2.9,true
TT00402,TR0065,2025-11-22 08:00:00,6.2,true
TT00403,TR0065,2025-11-22 12:00:00,2.6,true
TT00404,TR0065,2025-11-22 16:00:00,6.8,true
TT00405,TR0066,2025-10-21 00:00:00,3.5,true
TT00406,TR0066,2025-10-21 04:00:00,5.7,true
TT00407,TR0066,2025-10-21 08:00:00,4.1,true
TT00408,TR0066,2025-10-21 12:00:00,4.0,true
TT00409,TR0066,2025-10-21 16:00:00,5.5,true
TT00410,TR0066,2025-10-21 20:00:00,4.4,true
TT00411,TR0066,2025-10-21 24:00:00,3.2,true
TT00412,TR0067,2025-08-17 00:00:00,4.6,true
TT00413,TR0067,2025-08-17 04:00:00,4.4,true
TT00414,TR0067,2025-08-17 08:00:00,2.2,true
TT00415,TR0067,2025-08-17 12:00:00,6.8,true
TT00416,TR0068,2025-11-06 00:00:00,6.9,true
TT00417,TR0068,2025-11-06 04:00:00,2.4,true
TT00418,TR0068,2025-11-06 08:00:00,4.7,true
TT00419,TR0068,2025-11-06 12:00:00,5.4,true
TT00420,TR0068,2025-11-06 16:00:00,4.2,true
TT00421,TR0069,2025-11-09 00:00:00,6.6,true
TT00422,TR0069,2025-11-09 04:00:00,5.3,true
TT00423,TR0069,2025-11-09 08:00:00,4.8,true
TT00424,TR0069,2025-11-09 12:00:00,3.1,true
TT00425,TR0069,2025-11-09 16:00:00,5.3,true
TT00426,TR0069,2025-11-09 20:00:00,5.9,true
TT00427,TR0069,2025-11-09 24:00:00,3.3,true
TT00428,TR0069,2025-11-09 28:00:00,5.0,true
TT00429,TR0070,2025-11-02 00:00:00,3.1,true
TT00430,TR0070,2025-11-02 04:00:00,5.2,true
TT00431,TR0070,2025-11-02 08:00:00,2.9,true
TT00432,TR0070,2025-11-02 12:00:00,5.8,true
TT00433,TR0070,2025-11-02 16:00:00,5.8,true
TT00434,TR0070,2025-11-02 20:00:00,4.5,true
TT00435,TR0071,2025-09-07 00:00:00,2.4,true
TT00436,TR0071,2025-09-07 04:00:00,5.7,true
TT00437,TR0071,2025-09-07 08:00:00,5.5,true
TT00438,TR0071,2025-09-07 12:00:00,2.7,true
TT00439,TR0071,2025-09-07 16:00:00,2.8,true
TT00440,TR0071,2025-09-07 20:00:00,4.5,true
TT00441,TR0072,2025-07-20 00:00:00,6.9,true
TT00442,TR0072,2025-07-20 04:00:00,6.4,true
TT00443,TR0072,2025-07-20 08:00:00,3.2,true
TT00444,TR0072,2025-07-20 12:00:00,2.7,true
TT00445,TR0072,2025-07-20 16:00:00,2.3,true
TT00446,TR0072,2025-07-20 20:00:00,4.6,true
TT00447,TR0072,2025-07-20 24:00:00,3.9,true
TT00448,TR0073,2025-09-09 00:00:00,3.1,true
TT00449,TR0073,2025-09-09 04:00:00,5.1,true
TT00450,TR0073,2025-09-09 08:00:00,5.2,true
TT00451,TR0073,2025-09-09 12:00:00,4.9,true
TT00452,TR0073,2025-09-09 16:00:00,3.6,true
TT00453,TR0073,2025-09-09 20:00:00,2.9,true
TT00454,TR0074,2025-11-25 00:00:00,3.4,true
TT00455,TR0074,2025-11-25 04:00:00,4.1,true
TT00456,TR0074,2025-11-25 08:00:00,6.9,true
TT00457,TR0074,2025-11-25 12:00:00,3.2,true
TT00458,TR0074,2025-11-25 16:00:00,5.2,true
TT00459,TR0074,2025-11-25 20:00:00,6.9,true
TT00460,TR0075,2025-11-20 00:00:00,6.5,true
TT00461,TR0075,2025-11-20 04:00:00,5.2,true
TT00462,TR0075,2025-11-20 08:00:00,4.5,true
TT00463,TR0075,2025-11-20 12:00:00,3.8,true
TT00464,TR0075,2025-11-20 16:00:00,6.3,true
TT00465,TR0075,2025-11-20 20:00:00,5.2,true
TT00466,TR0075,2025-11-20 24:00:00,3.1,true
TT00467,TR0075,2025-11-20 28:00:00,5.1,true
TT00468,TR0076,2025-09-01 00:00:00,6.3,true
TT00469,TR0076,2025-09-01 04:00:00,5.1,true
TT00470,TR0076,2025-09-01 08:00:00,4.5,true
TT00471,TR0076,2025-09-01 12:00:00,3.1,true
TT00472,TR0076,2025-09-01 16:00:00,2.1,true
TT00473,TR0077,2025-07-17 00:00:00,5.1,true
TT00474,TR0077,2025-07-17 04:00:00,4.7,true
TT00475,TR0077,2025-07-17 08:00:00,2.4,true
TT00476,TR0077,2025-07-17 12:00:00,4.2,true
TT00477,TR0078,2025-08-14 00:00:00,5.5,true
TT00478,TR0078,2025-08-14 04:00:00,6.9,true
TT00479,TR0078,2025-08-14 08:00:00,3.9,true
TT00480,TR0078,2025-08-14 12:00:00,4.0,true
TT00481,TR0078,2025-08-14 16:00:00,6.2,true
