product_id,trace_code,product_name,category,batch_no,create_time,overall_qualified
P0096,0142CD56296368E7,土豆,蔬菜,土豆202512310096,2025-04-12 13:00:00,true
P0097,16BF241DBDC6E190,菠菜,蔬菜,菠菜202512310097,2025-01-04 12:00:00,true
P0098,F1F0D991953E5287,白菜,蔬菜,白菜202512310098,2025-12-03 09:00:00,true
P0099,4625CA0FE20EF40C,黄瓜,蔬菜,黄瓜202512310099,2025-12-13 16:00:00,true
P0100,F5FC848E9E9648D7,有机番茄,蔬菜,有机202512310100,2025-06-20 16:00:00,true
P0101,C09EB0422943CA40,桃子,水果,桃子202512310101,2025-12-19 08:00:00,true
P0102,41F6813966C94905,土豆,蔬菜,土豆202512310102,2025-08-12 15:00:00,true
P0103,88EFB3985A44302D,葡萄,水果,葡萄202512310103,2025-12-14 15:00:00,true
P0104,0ACCBDEF61B9AB05,红薯,粮食,红薯202512310104,2025-12-08 10:00:00,true
P0105,3E832DB0EFEA010C,茄子,蔬菜,茄子202512310105,2025-07-09 12:00:00,true
P0106,253AA288B50EA568,草莓,水果,草莓202512310106,2025-04-20 09:00:00,true
P0107,25802073693AB2B2,胡萝卜,蔬菜,胡萝202512310107,2025-06-06 13:00:00,true
P0108,9B8EEC6AE7FBD99C,柚子,水果,柚子202512310108,2025-12-22 18:00:00,false
P0109,740704EDE22D285E,茄子,蔬菜,茄子202512310109,2025-03-13 15:00:00,true
P0110,24C9FF2DC03962A9,桃子,水果,桃子202512310110,2025-09-20 13:00:00,true
P0111,F90C54840C3A1346,草莓,水果,草莓202512310111,2025-11-10 08:00:00,true
P0112,90B96C20C45EBC4C,土豆,蔬菜,土豆202512310112,2025-03-06 11:00:00,true
P0113,0DFEE4F4977DC6BF,茄子,蔬菜,茄子202512310113,2025-02-26 09:00:00,true
P0114,0EF106549FC6EC8B,红薯,粮食,红薯202512310114,2025-05-13 09:00:00,true
P0115,C4B3476FEB6D4020,玉米,粮食,玉米202512310115,2025-12-26 12:00:00,true
P0116,0D4E29472B3FAE6D,香蕉,水果,香蕉202512310116,2025-04-25 18:00:00,true
P0117,AA8B6B797CB82F92,茄子,蔬菜,茄子202512310117,2025-03-20 10:00:00,true
P0118,E1AF66A141673DBA,橙子,水果,橙子202512310118,2025-08-08 16:00:00,true
P0119,3A9A8C11370952E5,大豆,粮食,大豆202512310119,2025-01-05 10:00:00,true
P0120,B6B37B957313649B,西瓜,水果,西瓜202512310120,2025-02-08 14:00:00,true
P0121,55D713B8AB0B1270,大豆,粮食,大豆202512310121,2025-03-13 10:00:00,true
P0122,09B8D8A5B6B2ADA7,芹菜,蔬菜,芹菜202512310122,2025-01-26 09:00:00,true
P0123,39AE884DAA510C29,有机番茄,蔬菜,有机202512310123,2025-07-15 09:00:00,true
P0124,FD7FDC11DC870059,茄子,蔬菜,茄子202512310124,2025-08-06 14:00:00,true
P0125,690FA7BC980A5509,梨,水果,梨202512310125,2025-11-07 17:00:00,true
P0126,13D7BFAE6F184A2E,葡萄,水果,葡萄202512310126,2025-04-02 18:00:00,true
P0127,0B0F52F83BEABB75,豆角,蔬菜,豆角202512310127,2025-06-22 10:00:00,true
P0128,C4E1FB34540E07C2,豆角,蔬菜,豆角202512310128,2025-01-22 15:00:00,true
P0129,CEEBF18A4384847D,土豆,蔬菜,土豆202512310129,2025-06-24 17:00:00,true
P0130,BAA35DC0CE9F17F2,大豆,粮食,大豆202512310130,2025-07-15 09:00:00,true
P0131,F512E3380854EE9D,橙子,水果,橙子202512310131,2025-02-21 12:00:00,true
P0132,4F7933CAEC7A85AA,白菜,蔬菜,白菜202512310132,2025-06-23 16:00:00,true
P0133,5E1DCE7260FA9309,草莓,水果,草莓202512310133,2025-10-18 12:00:00,true
P0134,3B8FACE854DDB16E,东北大米,粮食,东北202512310134,2025-01-05 18:00:00,true
P0135,64764AEF9FCD2616,花生,粮食,花生202512310135,2025-03-25 12:00:00,true
P0136,D64EC67A6F0633E1,红富士苹果,水果,红富202512310136,2025-07-19 12:00:00,true
P0137,8169E8898F075E75,有机番茄,蔬菜,有机202512310137,2025-01-11 15:00:00,true
P0138,B7FAF7FA7A24BE2D,柚子,水果,柚子202512310138,2025-12-12 16:00:00,true
P0139,50AEC30D67D85655,花生,粮食,花生202512310139,2025-12-27 08:00:00,true
P0140,BEB411EEF8291173,梨,水果,梨202512310140,2025-07-13 09:00:00,true
P0141,E06EB81EC837E6EA,西红柿,蔬菜,西红202512310141,2025-11-21 17:00:00,true
P0142,5DE5E3832ACC58ED,樱桃,水果,樱桃202512310142,2025-09-28 17:00:00,true
P0143,C65EBD850E661B78,猕猴桃,水果,猕猴202512310143,2025-10-15 10:00:00,true
P0144,4D285AD72F80A4BF,葡萄,水果,葡萄202512310144,2025-08-28 16:00:00,true
P0145,987B117D87789FE9,葡萄,水果,葡萄202512310145,2025-03-22 09:00:00,true
P0146,5326A5FB6200A7C0,辣椒,蔬菜,辣椒202512310146,2025-04-12 11:00:00,true
P0147,333E10D72DBC2256,芒果,水果,芒果202512310147,2025-04-20 10:00:00,true
P0148,541C3AB7F374046A,橙子,水果,橙子202512310148,2025-10-20 10:00:00,true
P0149,5A121A28C02F1CB7,胡萝卜,蔬菜,胡萝202512310149,2025-06-10 09:00:00,true
P0150,3D221706F3CE17E8,东北大米,粮食,东北202512310150,2025-01-21 11:00:00,true
P0151,E537E0F7C29BB8F8,草莓,水果,草莓202512310151,2025-02-25 08:00:00,true
P0152,489F6CA2E7DCC5F2,土豆,蔬菜,土豆202512310152,2025-12-13 14:00:00,true
P0153,794981155822A003,土豆,蔬菜,土豆202512310153,2025-07-09 18:00:00,true
P0154,5AFE6249055D92C8,草莓,水果,草莓202512310154,2025-01-28 11:00:00,true
P0155,BF0731140D048038,桃子,水果,桃子202512310155,2025-07-21 11:00:00,true
P0156,9FF9D8C2231D1816,红富士苹果,水果,红富202512310156,2025-03-28 11:00:00,true
P0157,32EE874B8105717F,小麦,粮食,小麦202512310157,2025-09-20 18:00:00,true
P0158,EF01E081CD82A645,葡萄,水果,葡萄202512310158,2025-12-16 16:00:00,true
P0159,988322B14BE931F1,白菜,蔬菜,白菜202512310159,2025-06-20 15:00:00,true
P0160,5A54BF13E9E2E0C9,大豆,粮食,大豆202512310160,2025-12-21 09:00:00,true
P0161,28ABE5101CBF1653,梨,水果,梨202512310161,2025-02-26 18:00:00,true
P0162,5C836B92CD7F7B23,大豆,粮食,大豆202512310162,2025-08-25 12:00:00,true
P0163,F937108197C5C2C1,草莓,水果,草莓202512310163,2025-12-13 16:00:00,true
P0164,A9E529FB921BB5D5,橙子,水果,橙子202512310164,2025-01-23 12:00:00,true
P0165,E2FEDE8F47C5C2FF,花生,粮食,花生202512310165,2025-04-18 12:00:00,true
P0166,0DFAC7BD9EC9CA60,草莓,水果,草莓202512310166,2025-02-11 09:00:00,true
P0167,C7DE8C4AB3807AC2,猕猴桃,水果,猕猴202512310167,2025-12-13 15:00:00,true
P0168,3178F3596440858D,红薯,粮食,红薯202512310168,2025-11-20 11:00:00,true
P0169,95098834A7C74866,豆角,蔬菜,豆角202512310169,2025-01-14 16:00:00,true
P0170,BBECE90ABB195E11,有机番茄,蔬菜,有机202512310170,2025-05-19 15:00:00,true
P0171,4B64F11C95993921,东北大米,粮食,东北202512310171,2025-04-17 08:00:00,true
P0172,A3CBD032A13C6EED,有机番茄,蔬菜,有机202512310172,2025-12-15 13:00:00,true
P0173,33742B43DB632D8A,大豆,粮食,大豆202512310173,2025-10-14 16:00:00,true
P0174,97EC85E9173ECE96,大豆,粮食,大豆202512310174,2025-01-26 18:00:00,true
P0175,4B9FBEFEA1A7FDE4,辣椒,蔬菜,辣椒202512310175,2025-03-20 08:00:00,true
P0176,987C85B739107420,辣椒,蔬菜,辣椒202512310176,2025-01-24 15:00:00,true
P0177,3AFA7B15E3D77FE9,香蕉,水果,香蕉202512310177,2025-08-14 10:00:00,true
P0178,32D38DBF11D7D00C,柚子,水果,柚子202512310178,2025-03-27 13:00:00,true
P0179,F19CC27D41F480AC,有机番茄,蔬菜,有机202512310179,2025-04-14 13:00:00,true
P0180,63B92BFFB71DAEB0,黄瓜,蔬菜,黄瓜202512310180,2025-11-26 15:00:00,true
P0181,181F557544CAC8E9,茄子,蔬菜,茄子202512310181,2025-06-20 18:00:00,false
P0182,3E67B0A077489357,燕麦,粮食,燕麦202512310182,2025-12-12 14:00:00,true
P0183,345B09FC36DE2EB1,小麦,粮食,小麦202512310183,2025-08-23 12:00:00,true
P0184,370E0B615F467D3C,橙子,水果,橙子202512310184,2025-12-05 11:00:00,true
P0185,8305261A5E0E93F5,草莓,水果,草莓202512310185,2025-06-10 10:00:00,true
P0186,6C14325BACCF33D4,有机番茄,蔬菜,有机202512310186,2025-09-20 09:00:00,true
P0187,95E27457538BD076,白菜,蔬菜,白菜202512310187,2025-05-18 15:00:00,true
P0188,4D275ECB3CEC6EF4,黄瓜,蔬菜,黄瓜202512310188,2025-01-23 08:00:00,true
P0189,1BE8F898C57204A8,玉米,粮食,玉米202512310189,2025-07-18 11:00:00,true
P0190,0E129130FD3676DD,橙子,水果,橙子202512310190,2025-03-18 17:00:00,true
P0191,92DD668D9E6BF51C,有机番茄,蔬菜,有机202512310191,2025-11-08 14:00:00,true
P0192,0FA36336583C6950,燕麦,粮食,燕麦202512310192,2025-03-12 12:00:00,true
P0193,29CE230F91C6A632,小麦,粮食,小麦202512310193,2025-07-15 16:00:00,true
P0194,9405637253D17A5C,燕麦,粮食,燕麦202512310194,2025-07-10 16:00:00,true
P0195,B07DCA4D317A187C,白菜,蔬菜,白菜202512310195,2025-10-19 08:00:00,true
P0196,9BCDF02150CA064E,辣椒,蔬菜,辣椒202512310196,2025-09-09 08:00:00,true
P0197,8CAF2DF9E438D433,梨,水果,梨202512310197,2025-02-23 17:00:00,true
P0198,FD90F77E0BE4E5F9,西瓜,水果,西瓜202512310198,2025-06-09 14:00:00,true
P0199,BBB45C7F42BB7F1E,茄子,蔬菜,茄子202512310199,2025-11-21 14:00:00,true
P0200,9F1CF724C43D9F85,橙子,水果,橙子202512310200,2025-09-23 18:00:00,true
P0201,67CF0B31D41E89D4,花生,粮食,花生202512310201,2025-10-02 16:00:00,true
P0202,0536C1447BBB35E8,芒果,水果,芒果202512310202,2025-04-26 18:00:00,true
P0203,3F0C70FA11AE0170,猕猴桃,水果,猕猴202512310203,2025-09-19 18:00:00,true
P0204,7056A66AF18951ED,猕猴桃,水果,猕猴202512310204,2025-10-01 13:00:00,true
P0205,3ECC138C23D4C478,芒果,水果,芒果202512310205,2025-02-24 08:00:00,true
P0206,861EBB2C023ABED5,白菜,蔬菜,白菜202512310206,2025-04-05 10:00:00,true
P0207,A7DAFE6930EE26C1,猕猴桃,水果,猕猴202512310207,2025-01-19 12:00:00,true
P0208,94FBB04513BB54B9,有机番茄,蔬菜,有机202512310208,2025-02-05 16:00:00,true
P0209,94CBDD514AF3C073,芒果,水果,芒果202512310209,2025-08-01 18:00:00,true
P0210,E69AFC73B25253F1,有机番茄,蔬菜,有机202512310210,2025-03-19 12:00:00,true
P0211,59D5F08A30EDE161,红薯,粮食,红薯202512310211,2025-09-17 18:00:00,true
P0212,AA8445D2D0FEF7B5,大豆,粮食,大豆202512310212,2025-04-16 16:00:00,true
P0213,68E7F6EE9B611ED9,梨,水果,梨202512310213,2025-06-06 13:00:00,true
P0214,F366953410E9071B,红富士苹果,水果,红富202512310214,2025-08-17 15:00:00,true
P0215,00CEB4260A121232,梨,水果,梨202512310215,2025-05-02 09:00:00,true
P0216,6D34B12E06EC7D8E,豆角,蔬菜,豆角202512310216,2025-02-16 14:00:00,true
P0217,E5614F300162847D,土豆,蔬菜,土豆202512310217,2025-01-13 14:00:00,true
P0218,FB667696BBDB2612,柚子,水果,柚子202512310218,2025-09-07 08:00:00,true
P0219,3CC4BC22E75A12A4,有机番茄,蔬菜,有机202512310219,2025-04-24 17:00:00,true
P0220,A75DFFD2B992900B,柚子,水果,柚子202512310220,2025-02-21 14:00:00,true
P0221,9690178AC98FFB55,有机番茄,蔬菜,有机202512310221,2025-06-21 16:00:00,true
P0222,258BB58BBD075E95,东北大米,粮食,东北202512310222,2025-09-22 09:00:00,true
P0223,B385A4ECF7F31722,梨,水果,梨202512310223,2025-10-05 14:00:00,true
P0224,18F978CC050EE0CD,胡萝卜,蔬菜,胡萝202512310224,2025-06-01 09:00:00,false
P0225,4296C6F387ED5DB0,小麦,粮食,小麦202512310225,2025-12-09 16:00:00,true
P0226,E467B591B78F0A66,芒果,水果,芒果202512310226,2025-07-04 17:00:00,true
P0227,DE0B6E3756DD4DF2,柚子,水果,柚子202512310227,2025-12-20 13:00:00,true
P0228,1B8E8F722CC8E974,香蕉,水果,香蕉202512310228,2025-05-27 08:00:00,true
P0229,500C60EF753894ED,桃子,水果,桃子202512310229,2025-01-11 10:00:00,true
P0230,C02CF88F470A7CFA,菠菜,蔬菜,菠菜202512310230,2025-02-16 14:00:00,true
P0231,A7B6C68999B7D523,樱桃,水果,樱桃202512310231,2025-04-22 14:00:00,true
P0232,BBB0209256AF1877,豆角,蔬菜,豆角202512310232,2025-07-13 17:00:00,true
P0233,6235EA75E3637A0E,柚子,水果,柚子202512310233,2025-12-23 10:00:00,true
P0234,28D09A4A75771734,梨,水果,梨202512310234,2025-08-21 11:00:00,true
P0235,6DB514C5DD1DF4A4,草莓,水果,草莓202512310235,2025-05-28 10:00:00,true
P0236,63AFA8906F42D28A,樱桃,水果,樱桃202512310236,2025-04-15 14:00:00,false
P0237,7981A890E5721656,猕猴桃,水果,猕猴202512310237,2025-06-01 11:00:00,true
P0238,505C999652FCF3C2,燕麦,粮食,燕麦202512310238,2025-02-15 12:00:00,true
P0239,507620F0888F7F36,芹菜,蔬菜,芹菜202512310239,2025-10-04 09:00:00,true
P0240,AAD140B49CAAA0AD,芒果,水果,芒果202512310240,2025-02-27 12:00:00,true
P0241,EEB823185B1E99CD,红薯,粮食,红薯202512310241,2025-02-23 08:00:00,true
P0242,AEAB21C139F3BC7C,柚子,水果,柚子202512310242,2025-12-02 10:00:00,true
P0243,D28551AF22B8051D,东北大米,粮食,东北202512310243,2025-07-08 16:00:00,true
P0244,5B090D1A8129B03D,柚子,水果,柚子202512310244,2025-09-04 08:00:00,true
P0245,4E38DDA7387249C9,红薯,粮食,红薯202512310245,2025-12-28 16:00:00,true
P0246,D2A1372185B7BB48,芹菜,蔬菜,芹菜202512310246,2025-06-17 15:00:00,true
P0247,7741DAFA017CCB56,西红柿,蔬菜,西红202512310247,2025-01-11 13:00:00,true
P0248,4C512722FE564D1D,樱桃,水果,樱桃202512310248,2025-12-22 17:00:00,true
P0249,5FB0A5C71E056E71,葡萄,水果,葡萄202512310249,2025-06-07 15:00:00,true
P0250,1A283D8354568577,豆角,蔬菜,豆角202512310250,2025-12-16 12:00:00,true
P0251,2FB450E8CE7800AB,辣椒,蔬菜,辣椒202512310251,2025-10-17 11:00:00,true
P0252,71E6325DE3722B38,猕猴桃,水果,猕猴202512310252,2025-05-05 10:00:00,true
P0253,69F323B901AF2FE2,豆角,蔬菜,豆角202512310253,2025-05-28 17:00:00,true
P0254,398618BB23155539,红富士苹果,水果,红富202512310254,2025-03-01 11:00:00,true
P0255,97BCDCD490B6B63C,樱桃,水果,樱桃202512310255,2025-12-18 15:00:00,true
P0256,B426EA32F60F9F44,白菜,蔬菜,白菜202512310256,2025-01-09 14:00:00,true
P0257,AA1C958D774EF606,小麦,粮食,小麦202512310257,2025-04-11 13:00:00,true
P0258,EEB002157952ACDE,玉米,粮食,玉米202512310258,2025-07-24 08:00:00,true
P0259,7F7F761B880D65D5,黄瓜,蔬菜,黄瓜202512310259,2025-03-15 13:00:00,true
P0260,A9EBC1E9944C7849,燕麦,粮食,燕麦202512310260,2025-09-24 11:00:00,true
P0261,1C7F06F00A66760D,菠菜,蔬菜,菠菜202512310261,2025-09-15 08:00:00,true
P0262,4D94111A2EDAA23D,红薯,粮食,红薯202512310262,2025-01-04 12:00:00,true
P0263,0EC3E5618969EF39,红薯,粮食,红薯202512310263,2025-08-15 10:00:00,true
P0264,D23D81756F5AFCE4,红薯,粮食,红薯202512310264,2025-01-10 11:00:00,true
P0265,3EB279547264F28F,有机番茄,蔬菜,有机202512310265,2025-06-17 11:00:00,true
P0266,F3AED44C2E396293,茄子,蔬菜,茄子202512310266,2025-02-17 10:00:00,true
P0267,42CDE80F0D045724,菠菜,蔬菜,菠菜202512310267,2025-06-11 16:00:00,true
P0268,43C38A7573602CA0,红富士苹果,水果,红富202512310268,2025-04-13 10:00:00,true
P0269,0AFC1888AC0C12C7,东北大米,粮食,东北202512310269,2025-01-06 18:00:00,true
P0270,A04FE27809C194D9,梨,水果,梨202512310270,2025-08-28 12:00:00,true
P0271,1BA5F1C4DDC3F8F4,小麦,粮食,小麦202512310271,2025-01-20 14:00:00,true
P0272,3D8D8C88FFC5F0D7,芒果,水果,芒果202512310272,2025-07-23 17:00:00,true
P0273,A3082FDB6FD32B26,红富士苹果,水果,红富202512310273,2025-03-28 18:00:00,true
P0274,13383E94B806FF13,梨,水果,梨202512310274,2025-11-23 17:00:00,true
P0275,81C538F2F6BD2619,玉米,粮食,玉米202512310275,2025-09-02 15:00:00,true
P0276,1896CCF86AA6A03E,葡萄,水果,葡萄202512310276,2025-10-03 16:00:00,true
P0277,6446052DFBC4ECFC,西瓜,水果,西瓜202512310277,2025-10-18 13:00:00,true
P0278,428677E862AE3ACF,燕麦,粮食,燕麦202512310278,2025-06-11 10:00:00,true
P0279,79B935227201AD17,辣椒,蔬菜,辣椒202512310279,2025-09-17 13:00:00,true
P0280,F7A13716D25B4D4B,胡萝卜,蔬菜,胡萝202512310280,2025-03-22 15:00:00,true
P0281,D327DC1F85EA58FA,桃子,水果,桃子202512310281,2025-12-05 11:00:00,true
P0282,38B02C638DBE72D6,茄子,蔬菜,茄子202512310282,2025-08-23 16:00:00,true
P0283,1C628FEBB26B563E,樱桃,水果,樱桃202512310283,2025-10-03 18:00:00,true
P0284,087AB52A907E075D,黄瓜,蔬菜,黄瓜202512310284,2025-02-09 13:00:00,true
P0285,1037820D18A4172A,小麦,粮食,小麦202512310285,2025-04-25 16:00:00,true
P0286,A8EDA68B39D31D4E,豆角,蔬菜,豆角202512310286,2025-01-25 09:00:00,true
P0287,56F941E2B0CC1973,东北大米,粮食,东北202512310287,2025-08-23 08:00:00,true
P0288,FF6A806DD9F0FD81,红富士苹果,水果,红富202512310288,2025-01-08 18:00:00,true
P0289,9D8DF89097A0E7B9,黄瓜,蔬菜,黄瓜202512310289,2025-04-21 11:00:00,true
